fname,labels,is_valid
006166.jpg,train,False
006170.jpg,cow,False
006171.jpg,person sofa dog,False
006172.jpg,person,False
006174.jpg,dog,False
006175.jpg,person,False
006176.jpg,person,False
006177.jpg,motorbike person cow,False
006179.jpg,tvmonitor person,False
006180.jpg,bottle person,False
006181.jpg,bird,False
006183.jpg,cat,False
006184.jpg,aeroplane,True
006185.jpg,chair person,True
006187.jpg,person,False
006188.jpg,bicycle pottedplant,True
006189.jpg,bottle dog pottedplant,False
006190.jpg,dog,True
006196.jpg,car,False
006198.jpg,person,True
006201.jpg,train car,True
006202.jpg,cow,True
006203.jpg,car,True
006206.jpg,bicycle car,True
006208.jpg,aeroplane,False
006209.jpg,tvmonitor person,True
006210.jpg,car person,False
006212.jpg,aeroplane,True
006214.jpg,bicycle,True
006215.jpg,boat,True
006216.jpg,motorbike,True
006218.jpg,bus car,True
006219.jpg,dog,True
006220.jpg,chair diningtable,True
006221.jpg,person bicycle,False
006222.jpg,bird,True
006223.jpg,car,False
006224.jpg,car,False
006225.jpg,car person,False
006229.jpg,person,False
006230.jpg,dog,False
006233.jpg,person,True
006234.jpg,cat,True
006235.jpg,car person,True
006236.jpg,motorbike person,False
006238.jpg,tvmonitor person,False
006240.jpg,person,True
006241.jpg,chair bottle diningtable,True
006243.jpg,motorbike person,False
006247.jpg,sheep,False
006249.jpg,horse,True
006250.jpg,car,False
006251.jpg,sheep,False
006252.jpg,dog,True
006254.jpg,train,True
006258.jpg,aeroplane,True
006259.jpg,diningtable chair person,True
006260.jpg,cat,True
006261.jpg,car,False
006262.jpg,cat,False
006264.jpg,bird,False
006267.jpg,dog,False
006269.jpg,cat,True
006270.jpg,chair pottedplant,False
006272.jpg,person motorbike,False
006275.jpg,train,False
006276.jpg,person horse,True
006277.jpg,car,True
006279.jpg,aeroplane,False
006281.jpg,boat,True
006282.jpg,person,True
006284.jpg,person,True
006285.jpg,person horse,False
006286.jpg,person diningtable chair,True
006289.jpg,chair diningtable person,False
006290.jpg,car bus,False
006291.jpg,cow,False
006295.jpg,horse,True
006296.jpg,person,True
006299.jpg,bottle pottedplant,False
006300.jpg,bicycle person,True
006301.jpg,car,True
006304.jpg,boat,False
006305.jpg,cat,False
006306.jpg,aeroplane,True
006309.jpg,bird,True
006314.jpg,tvmonitor,True
006318.jpg,cat,True
006319.jpg,pottedplant,True
006320.jpg,car person,False
006321.jpg,dog chair,True
006323.jpg,tvmonitor,True
006325.jpg,car,True
006329.jpg,car,False
006330.jpg,car bus,True
006335.jpg,bottle,True
006337.jpg,dog,True
006338.jpg,train,True
006339.jpg,tvmonitor chair sofa person,True
006341.jpg,person,False
006344.jpg,train person,False
006346.jpg,bus car person,True
006348.jpg,tvmonitor chair,True
006349.jpg,aeroplane,False
006350.jpg,aeroplane,True
006351.jpg,person pottedplant,True
006352.jpg,bus person,False
006353.jpg,cat,False
006355.jpg,dog person,True
006357.jpg,boat,True
006362.jpg,car,False
006363.jpg,bottle,False
006366.jpg,dog,False
006367.jpg,bird,False
006369.jpg,car person,False
006371.jpg,bicycle,False
006374.jpg,aeroplane,False
006375.jpg,car,False
006377.jpg,train,True
006381.jpg,bottle person diningtable chair,False
006382.jpg,horse,False
006385.jpg,dog,True
006387.jpg,bicycle person,True
006391.jpg,chair person,True
006392.jpg,horse person,True
006395.jpg,tvmonitor person chair,False
006396.jpg,car,True
006398.jpg,bottle person diningtable,True
006400.jpg,train,False
006404.jpg,cow,True
006409.jpg,person bottle diningtable,True
006411.jpg,tvmonitor sofa,False
006417.jpg,car,False
006418.jpg,bicycle,False
006419.jpg,chair,False
006421.jpg,car,True
006424.jpg,sofa chair,True
006425.jpg,cat,True
006427.jpg,person,False
006428.jpg,horse person,True
006429.jpg,horse,False
006430.jpg,bird,True
006433.jpg,aeroplane person,False
006434.jpg,dog,False
006436.jpg,boat,False
006437.jpg,bus,True
006438.jpg,car,False
006440.jpg,motorbike person,True
006442.jpg,person,False
006443.jpg,aeroplane,True
006444.jpg,dog person,True
006445.jpg,horse person,True
006447.jpg,chair diningtable pottedplant,False
006448.jpg,bottle,False
006449.jpg,bicycle,True
006450.jpg,person tvmonitor,True
006455.jpg,horse person,False
006456.jpg,dog,True
006458.jpg,car,False
006459.jpg,horse person car,False
006462.jpg,cat,False
006463.jpg,person,True
006465.jpg,person,True
006466.jpg,train,False
006468.jpg,train,True
006470.jpg,bird,False
006472.jpg,tvmonitor,False
006473.jpg,cat tvmonitor sofa,True
006474.jpg,dog,False
006475.jpg,bird person,False
006476.jpg,person motorbike,False
006480.jpg,aeroplane,True
006482.jpg,person,False
006483.jpg,person bottle,False
006484.jpg,car,True
006486.jpg,bottle person,False
006488.jpg,dog person,True
006492.jpg,person sofa,True
006495.jpg,cat,False
006497.jpg,car person,True
006499.jpg,train,False
006501.jpg,bus,False
006503.jpg,bottle person diningtable,False
006506.jpg,horse person,False
006507.jpg,dog,True
006509.jpg,chair sofa,True
006512.jpg,cat,True
006515.jpg,bicycle,False
006519.jpg,person bottle diningtable,True
006520.jpg,bird,True
006523.jpg,aeroplane,False
006524.jpg,car,False
006529.jpg,person aeroplane,True
006530.jpg,chair sofa,True
006532.jpg,motorbike person,True
006534.jpg,sheep,True
006536.jpg,person,False
006538.jpg,train,True
006542.jpg,person boat,True
006543.jpg,bird,True
006547.jpg,cat,False
006548.jpg,bird,False
006549.jpg,boat,False
006550.jpg,motorbike person bicycle,False
006551.jpg,bicycle person,False
006553.jpg,chair,True
006556.jpg,dog,False
006560.jpg,person,False
006562.jpg,cow,True
006564.jpg,aeroplane,False
006565.jpg,cat,True
006569.jpg,bus,False
006570.jpg,dog,True
006572.jpg,horse person,True
006575.jpg,pottedplant,True
006576.jpg,diningtable bottle person,True
006578.jpg,sofa person,True
006583.jpg,person tvmonitor,True
006584.jpg,person,True
006585.jpg,person motorbike,True
006587.jpg,person,True
006588.jpg,train car person,True
006593.jpg,car,True
006595.jpg,cat,False
006597.jpg,dog,False
006599.jpg,chair person,True
006602.jpg,dog person,False
006603.jpg,bicycle,True
006605.jpg,chair pottedplant,False
006606.jpg,dog,True
006609.jpg,dog person,False
006610.jpg,diningtable bottle person,False
006611.jpg,horse person,True
006612.jpg,person cow,False
006617.jpg,horse person,True
006618.jpg,motorbike person,True
006619.jpg,aeroplane,True
006621.jpg,sofa person,True
006622.jpg,sofa tvmonitor,False
006625.jpg,car person,True
006626.jpg,diningtable person bottle,False
006627.jpg,chair pottedplant diningtable,False
006628.jpg,chair diningtable tvmonitor,True
006631.jpg,person,True
006632.jpg,car bicycle,True
006635.jpg,train,False
006636.jpg,aeroplane,False
006637.jpg,bicycle person,False
006638.jpg,sofa,False
006643.jpg,bird,True
006645.jpg,person horse,True
006647.jpg,person motorbike,True
006648.jpg,bottle person,False
006652.jpg,train,False
006654.jpg,car,False
006657.jpg,cat,True
006658.jpg,diningtable person chair,False
006660.jpg,car boat,False
006661.jpg,bicycle person,True
006664.jpg,bicycle person,True
006666.jpg,person,True
006667.jpg,person,True
006668.jpg,car person,True
006670.jpg,train person,True
006671.jpg,bird,True
006673.jpg,boat,True
006674.jpg,cat,False
006677.jpg,sofa chair person,True
006678.jpg,sheep,True
006679.jpg,sheep,True
006681.jpg,pottedplant,True
006682.jpg,person,True
006684.jpg,tvmonitor,False
006687.jpg,bottle,True
006689.jpg,chair diningtable,False
006690.jpg,person chair,True
006694.jpg,train,False
006695.jpg,person,False
006696.jpg,person chair diningtable,True
006697.jpg,person,False
006698.jpg,person,False
006699.jpg,diningtable person,True
006702.jpg,aeroplane,True
006703.jpg,person,False
006704.jpg,tvmonitor,False
006706.jpg,bird car,False
006707.jpg,chair sofa person,False
006708.jpg,cow,False
006709.jpg,person,True
006714.jpg,person,False
006718.jpg,bicycle person,True
006719.jpg,car,True
006722.jpg,horse person,True
006725.jpg,cat,True
006726.jpg,pottedplant,False
006727.jpg,sofa bottle person,False
006730.jpg,train,True
006731.jpg,bottle person diningtable,False
006734.jpg,car,False
006735.jpg,dog person,False
006736.jpg,car,False
006738.jpg,person bicycle,False
006739.jpg,person bird,True
006740.jpg,cat,False
006747.jpg,motorbike,True
006748.jpg,car person,False
006751.jpg,bird,True
006753.jpg,person,False
006755.jpg,chair pottedplant tvmonitor,False
006759.jpg,bus,True
006760.jpg,cat tvmonitor,True
006761.jpg,cow,True
006762.jpg,motorbike person,True
006765.jpg,chair pottedplant,True
006766.jpg,bus car person,False
006768.jpg,chair person,True
006769.jpg,horse dog,True
006772.jpg,person,True
006773.jpg,aeroplane boat,False
006777.jpg,pottedplant person,False
006781.jpg,cat,False
006782.jpg,person,False
006783.jpg,car person,True
006784.jpg,person,False
006786.jpg,person,True
006789.jpg,person horse,True
006794.jpg,aeroplane,False
006797.jpg,person horse,True
006799.jpg,bird,True
006800.jpg,bird person,True
006802.jpg,train person,True
006803.jpg,train person,True
006805.jpg,dog,False
006806.jpg,pottedplant,False
006808.jpg,person,True
006810.jpg,person,False
006813.jpg,cat,True
006814.jpg,tvmonitor,True
006819.jpg,diningtable chair,True
006821.jpg,bus car person,True
006822.jpg,motorbike car,False
006824.jpg,chair person,False
006825.jpg,bird,False
006827.jpg,sofa,True
006828.jpg,bottle,True
006829.jpg,dog,True
006833.jpg,sheep person,False
006835.jpg,bus person,True
006836.jpg,horse person,False
006838.jpg,person,True
006839.jpg,motorbike,False
006840.jpg,person,False
006841.jpg,cow person,True
006842.jpg,tvmonitor,True
006844.jpg,train,False
006845.jpg,chair,False
006847.jpg,horse person,False
006848.jpg,bird,False
006849.jpg,dog sofa,False
006850.jpg,person horse,True
006852.jpg,sofa chair,False
006855.jpg,bicycle person,True
006858.jpg,horse person bottle car,False
006859.jpg,pottedplant,True
006860.jpg,aeroplane,True
006862.jpg,horse person,True
006864.jpg,person,False
006865.jpg,bird,True
006866.jpg,person horse,False
006867.jpg,boat,True
006868.jpg,car person,False
006869.jpg,cat,False
006874.jpg,motorbike boat person,False
006876.jpg,chair person cat,True
006878.jpg,sofa,True
006880.jpg,bicycle person,True
006883.jpg,cat,False
006884.jpg,car,True
006886.jpg,chair sofa,True
006887.jpg,person chair,False
006892.jpg,bottle chair diningtable,True
006893.jpg,car,False
006896.jpg,person,False
006899.jpg,sheep,False
006900.jpg,car,False
006903.jpg,person dog,True
006908.jpg,person bottle,True
006909.jpg,aeroplane,False
006910.jpg,bird person,False
006911.jpg,person horse,False
006912.jpg,diningtable person bottle chair,False
006914.jpg,bird,False
006916.jpg,dog,False
006917.jpg,bottle,False
006918.jpg,car,True
006919.jpg,sofa bottle person,False
006922.jpg,aeroplane,True
006924.jpg,person,True
006930.jpg,sofa,False
006931.jpg,car,False
006932.jpg,person,True
006933.jpg,horse,True
006934.jpg,person diningtable,True
006935.jpg,cow,True
006939.jpg,person bottle,False
006940.jpg,dog,True
006943.jpg,train person,False
006944.jpg,sheep horse,True
006945.jpg,person bicycle,True
006947.jpg,tvmonitor,False
006948.jpg,bottle person,False
006949.jpg,cat,True
006950.jpg,person bicycle,False
006952.jpg,bird,True
006953.jpg,boat,True
006956.jpg,pottedplant person,True
006958.jpg,dog person diningtable,False
006959.jpg,person,False
006962.jpg,dog,True
006963.jpg,cat person chair sofa,True
006965.jpg,boat person,True
006966.jpg,motorbike,True
006968.jpg,sofa dog person,False
006971.jpg,cat,False
006972.jpg,diningtable chair,True
006976.jpg,chair cat,False
006981.jpg,person,True
006983.jpg,boat person,False
006987.jpg,tvmonitor person,True
006988.jpg,car person,True
006989.jpg,cat person,True
006990.jpg,bicycle person,True
006994.jpg,dog,True
006995.jpg,chair,True
007002.jpg,bus,False
007003.jpg,bus car,False
007004.jpg,bicycle person car,True
007006.jpg,diningtable chair,False
007007.jpg,person diningtable bottle,False
007008.jpg,cow,True
007009.jpg,motorbike,True
007011.jpg,dog,False
007016.jpg,person,False
007018.jpg,horse,False
007020.jpg,person,True
007021.jpg,chair bottle diningtable,True
007022.jpg,bird,True
007023.jpg,tvmonitor chair person,False
007025.jpg,cat,False
007029.jpg,bicycle,False
007031.jpg,person,True
007033.jpg,aeroplane,False
007035.jpg,horse person,True
007036.jpg,person,False
007038.jpg,cat,True
007039.jpg,tvmonitor,False
007040.jpg,person car,False
007042.jpg,sofa diningtable chair,True
007045.jpg,person cow,False
007046.jpg,chair person,True
007048.jpg,sheep bottle person,True
007049.jpg,aeroplane person,True
007050.jpg,cat,False
007052.jpg,boat person,True
007054.jpg,person,True
007056.jpg,bottle,True
007058.jpg,car,True
007059.jpg,person,True
007062.jpg,bicycle,False
007064.jpg,diningtable chair sofa,False
007065.jpg,bird,True
007068.jpg,car,True
007070.jpg,dog,True
007071.jpg,cat,True
007072.jpg,cow,False
007073.jpg,motorbike person,False
007074.jpg,bus car,True
007075.jpg,cow,False
007077.jpg,chair,True
007078.jpg,pottedplant chair sofa,False
007079.jpg,person,False
007080.jpg,person,False
007084.jpg,bird,True
007086.jpg,aeroplane,True
007088.jpg,aeroplane,False
007089.jpg,dog,False
007090.jpg,car,False
007092.jpg,bird,False
007093.jpg,person chair,False
007095.jpg,bus,False
007097.jpg,aeroplane,True
007100.jpg,tvmonitor,True
007101.jpg,train,True
007104.jpg,bottle,True
007105.jpg,sofa,False
007108.jpg,bicycle person,False
007109.jpg,horse person,True
007113.jpg,tvmonitor,False
007114.jpg,sofa person,True
007117.jpg,bottle chair person,True
007121.jpg,bottle person,False
007122.jpg,person,True
007123.jpg,train,True
007125.jpg,boat,False
007128.jpg,person,False
007129.jpg,dog person,False
007130.jpg,tvmonitor pottedplant,False
007132.jpg,train,True
007133.jpg,car,False
007138.jpg,person horse,False
007139.jpg,boat person,True
007140.jpg,bicycle person,True
007141.jpg,bottle,True
007144.jpg,bus,True
007146.jpg,bird,True
007147.jpg,person,True
007148.jpg,person,True
007149.jpg,dog,True
007150.jpg,person motorbike,False
007152.jpg,aeroplane,False
007153.jpg,cow person car,True
007154.jpg,person,False
007159.jpg,car person,False
007162.jpg,sofa,True
007163.jpg,person horse,False
007165.jpg,sheep,True
007166.jpg,dog tvmonitor,False
007167.jpg,car person,True
007168.jpg,train,False
007172.jpg,bicycle person,True
007174.jpg,motorbike,True
007177.jpg,diningtable bottle chair,False
007180.jpg,sofa cat pottedplant chair,False
007182.jpg,person,False
007184.jpg,person,False
007185.jpg,horse,False
007187.jpg,sofa person,True
007189.jpg,tvmonitor person,True
007191.jpg,diningtable bottle chair,True
007193.jpg,sofa,False
007194.jpg,bird,False
007197.jpg,cat,False
007200.jpg,motorbike person,True
007204.jpg,cat,True
007205.jpg,car,False
007208.jpg,person car,True
007210.jpg,tvmonitor,True
007211.jpg,motorbike,True
007212.jpg,dog chair,True
007213.jpg,chair diningtable person,False
007214.jpg,dog person,False
007215.jpg,cow,True
007216.jpg,horse person,True
007217.jpg,sheep,True
007219.jpg,tvmonitor chair,False
007222.jpg,train,False
007223.jpg,cat,False
007224.jpg,train,True
007227.jpg,sofa person,True
007230.jpg,sheep,True
007234.jpg,horse person,False
007236.jpg,bus person,True
007241.jpg,bus,False
007243.jpg,horse person,False
007244.jpg,person bicycle,True
007245.jpg,dog,True
007247.jpg,car,True
007249.jpg,cat,True
007250.jpg,bottle tvmonitor,False
007256.jpg,bicycle person,False
007258.jpg,sofa,True
007259.jpg,chair,True
007260.jpg,horse person,True
007261.jpg,car person,False
007263.jpg,tvmonitor chair sofa,False
007266.jpg,chair person diningtable,True
007270.jpg,car person,True
007271.jpg,bus person motorbike,False
007274.jpg,aeroplane,True
007275.jpg,sofa,True
007276.jpg,train person,True
007279.jpg,bus car,False
007280.jpg,aeroplane,True
007283.jpg,bicycle car,True
007284.jpg,car person,True
007285.jpg,car,False
007289.jpg,boat,False
007292.jpg,aeroplane person,True
007294.jpg,car,True
007295.jpg,cat,False
007296.jpg,bird person,True
007297.jpg,aeroplane,True
007298.jpg,bus person,False
007299.jpg,bird,True
007300.jpg,bird,True
007302.jpg,sofa pottedplant,True
007305.jpg,motorbike person car,False
007308.jpg,horse person,False
007311.jpg,chair,True
007314.jpg,motorbike person,True
007318.jpg,person,True
007322.jpg,dog,False
007323.jpg,bottle,False
007325.jpg,horse person,False
007327.jpg,chair bicycle,False
007329.jpg,cat,True
007330.jpg,person,True
007334.jpg,cat,False
007336.jpg,person,False
007343.jpg,cat,True
007344.jpg,cat pottedplant,True
007346.jpg,bus car person,True
007350.jpg,diningtable chair person,True
007351.jpg,bottle,False
007356.jpg,bicycle pottedplant,True
007359.jpg,tvmonitor person,True
007361.jpg,train boat,False
007363.jpg,car,True
007365.jpg,boat,False
007369.jpg,chair person,False
007370.jpg,bottle,False
007372.jpg,aeroplane,True
007373.jpg,diningtable chair,False
007374.jpg,car,True
007375.jpg,aeroplane person,False
007376.jpg,bus car,True
007381.jpg,person,False
007383.jpg,car,True
007385.jpg,sofa,False
007388.jpg,person,True
007389.jpg,cow,False
007390.jpg,chair tvmonitor pottedplant sofa,True
007394.jpg,tvmonitor,False
007396.jpg,pottedplant motorbike car,False
007398.jpg,bus person,False
007408.jpg,train person,True
007410.jpg,bottle person,False
007411.jpg,dog,False
007413.jpg,aeroplane person,False
007414.jpg,person car,True
007416.jpg,cat chair,True
007417.jpg,dog cat sofa,False
007419.jpg,cat,False
007421.jpg,bird,False
007422.jpg,car,True
007424.jpg,car,True
007425.jpg,sofa dog,False
007427.jpg,car,True
007431.jpg,bird,False
007432.jpg,tvmonitor chair,True
007433.jpg,dog sofa,True
007435.jpg,chair diningtable,True
007436.jpg,person,True
007437.jpg,bus,False
007438.jpg,person,True
007439.jpg,horse,True
007443.jpg,chair sofa,True
007445.jpg,person train,True
007446.jpg,bicycle person car,False
007448.jpg,person horse,True
007449.jpg,boat person,True
007451.jpg,pottedplant,True
007454.jpg,cat,False
007457.jpg,person bottle,True
007458.jpg,chair diningtable tvmonitor,False
007460.jpg,boat,True
007461.jpg,bottle,True
007465.jpg,tvmonitor,True
007466.jpg,motorbike bicycle person chair,False
007467.jpg,train,False
007468.jpg,car,False
007470.jpg,aeroplane,True
007474.jpg,dog,False
007475.jpg,person car,True
007477.jpg,boat,False
007479.jpg,car,False
007480.jpg,bus person,True
007481.jpg,bird,False
007482.jpg,person sofa,True
007483.jpg,person,False
007484.jpg,bus person,True
007486.jpg,aeroplane,True
007489.jpg,dog,True
007490.jpg,car,False
007491.jpg,sofa,False
007493.jpg,person chair bottle,False
007497.jpg,car person,False
007498.jpg,diningtable person,True
007503.jpg,aeroplane,False
007506.jpg,tvmonitor,True
007511.jpg,diningtable pottedplant person bottle,True
007513.jpg,train,False
007517.jpg,cat,True
007519.jpg,pottedplant,False
007521.jpg,boat,False
007523.jpg,bird,True
007524.jpg,cat,False
007525.jpg,car,True
007526.jpg,person horse,False
007527.jpg,car,True
007528.jpg,cow,True
007530.jpg,tvmonitor cat chair,False
007533.jpg,boat,True
007535.jpg,person,False
007536.jpg,sofa,False
007537.jpg,dog,True
007538.jpg,chair,False
007540.jpg,sofa person,False
007543.jpg,bicycle person,True
007544.jpg,tvmonitor chair diningtable,False
007546.jpg,bus,True
007547.jpg,horse person,True
007551.jpg,bicycle,True
007555.jpg,train,True
007558.jpg,person chair bottle pottedplant,False
007559.jpg,person tvmonitor,True
007563.jpg,person,True
007565.jpg,cat,False
007566.jpg,car person,False
007568.jpg,person,True
007570.jpg,person horse,False
007571.jpg,person bicycle,True
007572.jpg,diningtable bottle chair person,False
007575.jpg,bus,False
007576.jpg,horse person,True
007578.jpg,dog person,False
007579.jpg,person,True
007585.jpg,dog,True
007586.jpg,train person,False
007590.jpg,person,False
007592.jpg,car person,True
007594.jpg,horse person,False
007600.jpg,pottedplant,False
007601.jpg,car,False
007603.jpg,horse,True
007605.jpg,person,True
007606.jpg,person,False
007611.jpg,person horse,False
007612.jpg,dog,True
007614.jpg,car,True
007615.jpg,bird,True
007618.jpg,person,True
007619.jpg,chair person pottedplant,False
007621.jpg,sheep,False
007622.jpg,car,True
007624.jpg,pottedplant,True
007626.jpg,aeroplane,True
007629.jpg,person,False
007631.jpg,person bottle chair,False
007633.jpg,bus,False
007637.jpg,horse,False
007639.jpg,sofa person,True
007640.jpg,cat,True
007642.jpg,motorbike,True
007647.jpg,motorbike person car,True
007649.jpg,person bottle,True
007650.jpg,bus car,True
007653.jpg,car person,False
007654.jpg,aeroplane,False
007655.jpg,bicycle,False
007656.jpg,bicycle person,True
007657.jpg,person,True
007662.jpg,bird,True
007663.jpg,car,False
007664.jpg,chair diningtable pottedplant,True
007666.jpg,train,True
007667.jpg,car,False
007668.jpg,person,True
007670.jpg,motorbike,True
007671.jpg,bird,True
007672.jpg,sofa,True
007673.jpg,sofa diningtable pottedplant,True
007675.jpg,person,True
007677.jpg,aeroplane,True
007678.jpg,bird,True
007679.jpg,bicycle,True
007680.jpg,bird,True
007682.jpg,cat,True
007683.jpg,dog person,False
007685.jpg,boat,False
007687.jpg,dog person,True
007688.jpg,motorbike,True
007691.jpg,car,True
007692.jpg,dog,False
007694.jpg,dog person,True
007696.jpg,train,False
007697.jpg,horse person,False
007699.jpg,car person,False
007702.jpg,tvmonitor,True
007704.jpg,pottedplant sofa,False
007705.jpg,dog horse,True
007709.jpg,person bicycle car,True
007712.jpg,motorbike person,True
007713.jpg,bird,False
007715.jpg,pottedplant,True
007718.jpg,person boat,False
007720.jpg,cat chair diningtable,True
007721.jpg,bird car,False
007723.jpg,aeroplane person,True
007724.jpg,chair,True
007727.jpg,person horse,True
007729.jpg,tvmonitor,False
007731.jpg,car,False
007732.jpg,chair tvmonitor,True
007735.jpg,person diningtable chair,False
007736.jpg,bus car,False
007740.jpg,bottle,False
007742.jpg,train,True
007743.jpg,boat,True
007745.jpg,person car,True
007746.jpg,person,True
007748.jpg,horse person,False
007749.jpg,dog,False
007751.jpg,bottle diningtable person,False
007753.jpg,cat,False
007754.jpg,tvmonitor chair,True
007758.jpg,cat,True
007760.jpg,dog person,True
007762.jpg,tvmonitor bottle chair cat,False
007763.jpg,person,True
007765.jpg,bird,True
007767.jpg,train,False
007768.jpg,person,True
007772.jpg,cow,True
007773.jpg,bus,True
007775.jpg,dog,False
007776.jpg,train,True
007777.jpg,diningtable person,False
007779.jpg,car,True
007781.jpg,pottedplant,False
007786.jpg,cow person,True
007790.jpg,chair car bottle,False
007791.jpg,dog,False
007793.jpg,motorbike person,True
007795.jpg,person pottedplant chair,False
007798.jpg,bottle,True
007799.jpg,sofa diningtable person chair,True
007803.jpg,boat,False
007809.jpg,horse person,False
007810.jpg,diningtable person,False
007812.jpg,chair,True
007813.jpg,dog person diningtable,True
007814.jpg,pottedplant person,False
007815.jpg,car person,True
007819.jpg,train car,False
007820.jpg,aeroplane,False
007821.jpg,car person,False
007824.jpg,cat,True
007826.jpg,diningtable chair,True
007831.jpg,bird,False
007833.jpg,boat bird,True
007834.jpg,dog,True
007836.jpg,bicycle person,False
007838.jpg,dog,False
007840.jpg,bird,False
007841.jpg,dog person,True
007843.jpg,car,True
007845.jpg,bird,True
007847.jpg,bird,False
007853.jpg,bird,False
007854.jpg,bicycle,False
007855.jpg,bus car,True
007856.jpg,car person,True
007857.jpg,aeroplane,True
007859.jpg,sheep,False
007863.jpg,cat,False
007864.jpg,aeroplane,False
007865.jpg,pottedplant chair,True
007868.jpg,cat,True
007869.jpg,bird,True
007872.jpg,diningtable person,False
007873.jpg,sofa,True
007876.jpg,bird,False
007877.jpg,person,False
007878.jpg,cat person,False
007883.jpg,car train,False
007884.jpg,person bicycle,False
007885.jpg,cat,False
007886.jpg,bird,True
007889.jpg,person,True
007890.jpg,pottedplant,True
007897.jpg,person motorbike,True
007898.jpg,car,False
007899.jpg,bottle,True
007900.jpg,dog sofa,False
007901.jpg,person,False
007902.jpg,motorbike person,True
007905.jpg,car,False
007908.jpg,bus,False
007909.jpg,sofa chair diningtable pottedplant,True
007910.jpg,person,False
007911.jpg,motorbike person,False
007914.jpg,bird,False
007915.jpg,tvmonitor person,False
007916.jpg,aeroplane,True
007919.jpg,horse person,True
007920.jpg,bus,True
007921.jpg,car,True
007923.jpg,chair sofa,False
007924.jpg,bird,True
007925.jpg,bicycle pottedplant,False
007926.jpg,train,False
007928.jpg,person,True
007931.jpg,car person train,True
007932.jpg,car person,False
007933.jpg,bicycle,True
007935.jpg,dog sofa,True
007939.jpg,cow,False
007940.jpg,person,False
007943.jpg,person,True
007946.jpg,person dog,True
007947.jpg,train,True
007950.jpg,car,True
007953.jpg,person bicycle,False
007954.jpg,dog,True
007956.jpg,pottedplant diningtable,True
007958.jpg,cat sofa,True
007959.jpg,sofa chair,False
007963.jpg,person car train,False
007964.jpg,person car,False
007968.jpg,dog,False
007970.jpg,car person,True
007971.jpg,car person,True
007974.jpg,cat,False
007976.jpg,aeroplane,False
007979.jpg,cow person,True
007980.jpg,boat,False
007984.jpg,person motorbike,True
007987.jpg,bottle person,True
007991.jpg,bird,False
007996.jpg,person chair sofa tvmonitor,False
007997.jpg,person,True
007998.jpg,person,True
007999.jpg,sofa pottedplant tvmonitor,True
008001.jpg,car,False
008002.jpg,person,True
008004.jpg,bus,False
008005.jpg,cow dog,False
008008.jpg,motorbike person,False
008009.jpg,dog,True
008012.jpg,pottedplant,False
008017.jpg,bird,False
008019.jpg,horse person car,False
008023.jpg,bus person bicycle,True
008024.jpg,aeroplane person,True
008026.jpg,bus person car,False
008029.jpg,pottedplant,True
008031.jpg,car,True
008032.jpg,bird,True
008033.jpg,train person,True
008036.jpg,dog,True
008037.jpg,car,False
008040.jpg,person horse,False
008042.jpg,sofa person bottle,False
008043.jpg,pottedplant person,False
008044.jpg,bus car,False
008048.jpg,person,True
008049.jpg,tvmonitor,False
008051.jpg,bird,False
008053.jpg,bird person,False
008057.jpg,car,True
008060.jpg,car,True
008061.jpg,bottle,True
008062.jpg,bird,False
008063.jpg,chair,False
008064.jpg,bird pottedplant,False
008067.jpg,tvmonitor,False
008068.jpg,bird,True
008069.jpg,person horse,True
008072.jpg,diningtable person chair,False
008075.jpg,dog,False
008076.jpg,diningtable chair tvmonitor sofa,False
008079.jpg,person dog car,False
008082.jpg,pottedplant person,False
008083.jpg,person sofa,False
008084.jpg,bird,False
008085.jpg,bird,True
008086.jpg,train person,True
008087.jpg,car,True
008091.jpg,boat person,True
008093.jpg,car,False
008095.jpg,train,False
008096.jpg,bicycle person,False
008098.jpg,car bus,False
008100.jpg,cat,True
008101.jpg,aeroplane,True
008103.jpg,sofa person,True
008105.jpg,car person,True
008106.jpg,chair pottedplant,False
008107.jpg,aeroplane,True
008108.jpg,motorbike person car,False
008112.jpg,boat,True
008115.jpg,dog,True
008116.jpg,sheep,False
008117.jpg,bird,False
008121.jpg,tvmonitor,False
008122.jpg,person diningtable chair,True
008125.jpg,bus person,True
008127.jpg,diningtable chair pottedplant person,False
008130.jpg,dog person,False
008132.jpg,aeroplane person,True
008137.jpg,bottle person,False
008138.jpg,bird,True
008139.jpg,bottle person,False
008140.jpg,pottedplant,True
008141.jpg,bottle chair,True
008142.jpg,person horse,False
008144.jpg,chair,True
008150.jpg,sheep,False
008151.jpg,sofa chair,True
008159.jpg,diningtable chair,True
008160.jpg,car person,True
008163.jpg,boat person,False
008164.jpg,person bottle,False
008166.jpg,boat,False
008168.jpg,bird,True
008169.jpg,cat car,False
008171.jpg,chair diningtable pottedplant person,True
008173.jpg,train,True
008174.jpg,car,False
008175.jpg,person sofa,True
008177.jpg,person tvmonitor,True
008180.jpg,bicycle person,True
008186.jpg,dog,False
008188.jpg,car person,False
008189.jpg,cow,True
008190.jpg,bicycle person chair,True
008191.jpg,horse,True
008197.jpg,car,False
008199.jpg,chair person pottedplant,False
008200.jpg,bird,True
008202.jpg,cow,False
008203.jpg,sofa,False
008204.jpg,bottle tvmonitor person,False
008208.jpg,cow,True
008209.jpg,horse person,True
008211.jpg,person,False
